   1.0000000e+00	   5.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   8.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   8.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   8.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   1.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   1.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   1.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   1.0000000e-01	
   0.0000000e+00	   6.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   1.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   1.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   1.0000000e-01	
   1.0000000e+00	   3.5000000e-01	   1.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   1.0000000e-01	
   1.0000000e+00	   3.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   9.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   9.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   9.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   9.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   9.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   3.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   9.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   9.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   9.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   9.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   5.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   5.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   5.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   5.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   5.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   5.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   5.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   5.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   5.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   5.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   5.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   5.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   5.0000000e-01	
   1.0000000e+00	   3.5000000e-01	   5.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   5.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   5.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   5.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   5.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   5.0000000e-01	
   0.0000000e+00	   6.5000000e-01	   5.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   5.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   2.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   2.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   2.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   1.0000000e+00	   3.5000000e-01	   2.0000000e-01	
   1.0000000e+00	   3.5000000e-01	   2.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   3.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   3.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   8.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   8.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   8.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   2.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   6.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   2.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   2.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   2.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   2.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   8.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   3.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   3.5000000e-01	   8.0000000e-01	
   0.0000000e+00	   4.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   0.0000000e+00	   3.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   0.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   3.5000000e-01	   8.0000000e-01	
   0.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   0.0000000e+00	   5.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.0000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   5.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   6.5000000e-01	   8.0000000e-01	
   1.0000000e+00	   4.5000000e-01	   8.0000000e-01	
